工单编号,工单类型,问题分类,标签,标题,主要内容,工单状态,来电人,来电人电话/账号,被反映区,被反映街乡镇,办理结果,回复内容,处理受理方式,办结时间,企业名称,是否解决,是否满意,工单性质,村/社区,小区点位
热线-250112-000342,诉求,城市管理->市容环境->占道经营,"多样性,七有五性",关于史家营乡某写字楼楼道的情况反映,市民反映，房山区史家营乡某写字楼楼道附近存在占道经营相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,张某,186××××,房山区,史家营乡,,工作人员联系诉求人并开展核实。经与史家营乡相关单位沟通，针对“占道经营”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,2024-02-14 12:36:19,某装饰工程有限公司,未解决,基本满意,协办,不详,某写字楼楼道
热线-250317-000343,求助,市场管理->食品安全->餐饮卫生,接诉即办,请求协调处理餐饮卫生问题,诉求人反映，房山区史家营乡范围内某学校门口涉及餐饮卫生问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,办理中,刘某,166××××,房山区,史家营乡,已转属地处理，聚焦“餐饮卫生”问题开展核查与回访。,,现场,2024-07-15 12:27:39,某劳务公司,未解决,不满意,主办,不详,某学校门口
热线-240108-000344,咨询,劳动和社会保障->拖欠工资->工程建设领域,营商环境,关于蒲洼乡某学校门口的情况反映,诉求人反映，房山区蒲洼乡范围内某学校门口涉及工程建设领域问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,已转派,周某,155××××,房山区,蒲洼乡,,,现场,,北京某餐饮管理有限公司,部分解决,未评价,主办,某小区业委会,某学校门口
热线-250319-000345,投诉,市场管理->单用途预付卡->游泳卡,营商环境,关于窦店镇某学校门口的情况反映,来电人表示，其在房山区窦店镇辖区某学校门口附近发现单用途预付卡方面游泳卡情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,张某,159××××,房山区,窦店镇,,工作人员联系诉求人并开展核实。经与窦店镇相关单位沟通，针对“游泳卡”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,2024-04-12 16:04:58,,解决,未评价,转办,某小区业委会,某学校门口
热线-240807-000346,建议,劳动和社会保障->拖欠工资->工程建设领域,,投诉拖欠工资领域工程建设领域事项,来电人表示，其在房山区拱辰街道辖区良乡大学城片区发现拖欠工资方面工程建设领域情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,赵某,139××××,房山区,拱辰街道,已转联合工作组处理，聚焦“工程建设领域”问题开展核查与回访。,,现场,2024-12-20 14:46:23,某建筑公司,未解决,未评价,主办,某村党支部,良乡大学城片区
热线-241106-000347,求助,住房城乡建设->物业管理->电梯故障,营商环境,电梯故障相关诉求,市民称，房山区石楼镇石楼中学周边近期出现与电梯故障相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,,马某,155××××,房山区,石楼镇,,,,2024-10-01 12:51:49,某物业公司,部分解决,基本满意,协办,不详,石楼中学周边
热线-250123-000348,建议,科体文宣->文化->文物保护,"多样性,七有五性",文物保护相关诉求,市民反映，房山区拱辰街道良乡大学城片区存在文物保护相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,王某,159××××,房山区,拱辰街道,已转属地处理，聚焦“文物保护”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与拱辰街道相关单位沟通，针对“文物保护”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,,某劳务公司,未解决,未评价,转办,某小区业委会,良乡大学城片区
热线-240529-000349,求助,教育->校外培训->预收费纠纷,七有五性,预收费纠纷相关诉求,诉求人反映，房山区韩村河镇范围内某小区及周边涉及预收费纠纷问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,,周某,136××××,房山区,韩村河镇,,工作人员联系诉求人并开展核实。经与韩村河镇相关单位沟通，针对“预收费纠纷”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,,某装饰工程有限公司,部分解决,未评价,协办,某村党支部,某小区及周边
热线-240421-000350,诉求,住房城乡建设->物业管理->电梯故障,七有五性,电梯故障相关诉求,诉求人反映，房山区大安山乡范围内某小区及周边涉及电梯故障问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,,周某,137××××,房山区,大安山乡,,工作人员联系诉求人并开展核实。经与大安山乡相关单位沟通，针对“电梯故障”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,,,部分解决,未评价,主办,某村,某小区及周边
热线-240712-000351,建议,医疗卫生->医疗服务->挂号与退费,七有五性,请求协调处理挂号与退费问题,市民称，房山区十渡镇十渡景区入口沿线近期出现与挂号与退费相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,马某,135××××,房山区,十渡镇,已转行业主管部门处理，聚焦“挂号与退费”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与十渡镇相关单位沟通，针对“挂号与退费”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,电话,2025-03-10 19:01:38,某装饰工程有限公司,解决,不满意,主办,某村,十渡景区入口沿线
热线-240701-000352,投诉,住房城乡建设->物业管理->停车管理,接诉即办,停车管理相关诉求,市民反映，房山区长阳镇长阳半岛附近存在停车管理相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,王某,136××××,房山区,长阳镇,,工作人员联系诉求人并开展核实。经与长阳镇相关单位沟通，针对“停车管理”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,现场,,某物业公司,未解决,未评价,转办,不详,长阳半岛
热线-240827-000353,投诉,城市管理->市容环境->占道经营,七有五性,投诉市容环境领域占道经营事项,来电人表示，其在房山区史家营乡辖区某路口人行横道附近发现市容环境方面占道经营情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,赵某,130××××,房山区,史家营乡,已转属地处理，聚焦“占道经营”问题开展核查与回访。,,联合办理,2025-02-25 10:30:55,某劳务公司,未解决,满意,转办,某某社区,某路口人行横道
热线-241126-000354,求助,农业农村->农村道路->路灯与排水,七有五性,关于霞云岭乡某路口人行横道的情况反映,诉求人反映，房山区霞云岭乡范围内某路口人行横道涉及路灯与排水问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,,李某,131××××,房山区,霞云岭乡,已转属地处理，聚焦“路灯与排水”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与霞云岭乡相关单位沟通，针对“路灯与排水”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,,某物业公司,未解决,未评价,主办,某小区业委会,某路口人行横道
热线-250323-000355,咨询,劳动和社会保障->拖欠工资->工程建设领域,营商环境,关于大石窝镇某地铁站口的情况反映,市民反映，房山区大石窝镇某地铁站口附近存在工程建设领域相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,回复完成,吴某,133××××,房山区,大石窝镇,已转行业主管部门处理，聚焦“工程建设领域”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与大石窝镇相关单位沟通，针对“工程建设领域”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,联合办理,2024-04-05 09:52:56,北京某餐饮管理有限公司,部分解决,基本满意,主办,某某社区,某地铁站口
